Job_Title,Position,Employer,Province,Location,Skill,Seniority,Work_Type,Industry_Type,Avg_Salary
Senior Business Intelligence Analysts,BI Analyst,Radiant Canada,Ontario,"Mississauga, Ontario","POWER BI, DATA MODELING, SQL, DATA MINING, BUSINESS INTELLIGENCE",ANY,In-Person,Others,71000
Senior Data Analysts,Intern,Klue,British Columbia,"Vancouver, British Columbia","SQL, PYTHON",Junior,In-Person,Others,50600
Senior Data Analysts,Data Analyst,Prodigy Education,Ontario,"Midtown Toronto, Ontario","STATISTICS, PYTHON, SQL, STATISTICS, NO SQL",ANY,In-Person,Education,100000
Senior Data Analysts,Data Analyst,Birchwood,Manitoba,"Winnipeg, Manitoba","POWER BI, SQL, STATISTICS, DISASTER RECOVERY, SQL",ANY,In-Person,Others,63000
Senior Data Analysts,Data Analyst,Sri Technosoft Solutions,Alberta,"Edmonton, Alberta","POWER BI, BUSINESS INTELLIGENCE, BUSINESS ANALYSIS, STATISTICS, TABLEAU",ANY,In-Person,Technology,77500
Senior Data Analysts,Intern,American Iron and Metal,Quebec,"Montreal, Quebec","SQL, MICROSOFT ACCESS, MAXIMO, STATISTICS, NO SQL",Junior,In-Person,Others,77500
Business and Technical Analysts,Data Analyst,BC Public Service,British Columbia,"Burnaby, British Columbia","COMPUTER SCIENCE, R, SQL, PYTHON",ANY,In-Person,Service,74500
Senior Data Analysts,Developer,AXIS Database Marketing,Ontario,"Mississauga, Ontario","NO SQL, SQL, MICROSOFT ACCESS, VISUAL BASIC, DATABASE DEVELOPMENT",ANY,In-Person,Others,68000
Senior Supply Chain Data Analysts,Data Analyst,CHEO,Ontario,"Ottawa, Ontario","BILINGUAL, TABLEAU, STATISTICAL SOFTWARE, COMPUTER SCIENCE, SQL",ANY,In-Person,Others,81161.6
Senior Data Analysts,Data Analyst,Cabela's,Manitoba,"Winnipeg, Manitoba","NO SQL, POWER BI, SQL, MICROSOFT OUTLOOK, VISUAL BASIC",ANY,In-Person,Others,58000
Business and Technical Analysts,Data Analyst,CAE,Quebec,"Saint-Laurent, Quebec","POWER BI, CONFLUENCE, NO SQL",ANY,In-Person,Others,86000
Senior Data Analysts,Quantitative Analyst,The Mustard Seed Society,Alberta,"Calgary, Alberta","STATISTICS, POWER BI, SQL, MICROSOFT OUTLOOK, BUSINESS INTELLIGENCE",ANY,In-Person,Others,77500
Financial and Operational Analysts,Analyst,Groupe Leclerc,Remote,"Canada, Remote","BILINGUAL, TABLEAU, SALES, RETAIL LINK, NIELSEN",ANY,In-Person,Others,63229
Senior Business Intelligence Analysts,BI Analyst,"Rothmans, Benson & Hedges Inc",Ontario,"Toronto, Ontario","COMPUTER SCIENCE, POWER BI, SQL, SALESFORCE, DATABASES",ANY,In-Person,Others,84500
Senior Data Analysts,Data Analyst,Mitsubishi Electric Sales Canada Inc.,Ontario,"Markham, Ontario","PYTHON, SOURCING, POWER BI, SQL, PROCUREMENT",ANY,In-Person,Technology,64000
Senior Supply Chain Data Analysts,Developer,Trisura Guarantee Insurance Company,Ontario,"Toronto, Ontario","POWER BI, DATA MODELING, SSRS, DATABASES, DATABASE DESIGN",ANY,In-Person,Insurance,75000
Senior Data Analysts,Data Analyst,Appcast,New Brunswick,"Fredericton, New Brunswick","STATISTICS, SQL, STATISTICS, TABLEAU, SQL",ANY,In-Person,Others,60500
Business and Marketing Analysts,Business Analyst,TripNinja,Remote,Remote,"POWER BI, SQL, AWS, STATISTICS, PRESENTATION SKILLS",ANY,Remote,Others,85000
Senior Data Analysts,Data Analyst,Fraser Health,British Columbia,"Surrey, British Columbia","STATISTICAL SOFTWARE, POWER BI, VISUAL BASIC, SAS, R",ANY,In-Person,Healthcare,96636.8
Senior Business Intelligence Analysts,Data Analyst,The City of Vancouver,British Columbia,"Vancouver, British Columbia","POWER BI, SQL, STATISTICS, SQL, STATISTICS",ANY,In-Person,Technology,95357.6
Senior Data Analysts,Analyst,Allied,Ontario,"Toronto, Ontario","TABLEAU, POWER BI, SQL, ERP SYSTEMS, YARDI",ANY,In-Person,Others,82500
Senior Business Intelligence Analysts,Analyst,Intelligent Hospitality,Remote,Remote,ANALYTICS,Junior,Remote,Technology,48600
Senior Data Analysts,Data Analyst,Scene+,Ontario,"Toronto, Ontario","TABLEAU, SQL, PRESENTATION SKILLS, MACHINE LEARNING, NO SQL",Senior,In-Person,Others,68000
Business and Technical Analysts,Data Analyst,Sander Geophysics Limited,Ontario,"Ottawa, Ontario",COMPUTER SKILLS,ANY,In-Person,Technology,75361.795
Senior Business Intelligence Analysts,Business Analyst,Saint Laurent Consulting,Remote,Remote,"POWER BI, SQL, SAP, SUPPLY CHAIN, STATISTICS",ANY,Remote,Consulting,78150
Senior Data Analysts,Data Analyst,Runnymede Healthcare Centre,Ontario,"Toronto, Ontario","MICROSOFT WINDOWS SERVER, PYTHON, NO SQL, ADOBE PHOTOSHOP, SQL",ANY,In-Person,Healthcare,70000
Senior Supply Chain Data Analysts,Data Analyst,PartnerRe,Ontario,"Toronto, Ontario","TABLEAU, ALTERYX, OFFICE SUITE, SQL, QUALITY ASSURANCE",ANY,In-Person,Others,77750
Senior Data Analysts,Data Analyst,Leavitt Machinery Canada Inc.,British Columbia,"Coquitlam, British Columbia","POWER BI, SQL, ERP SYSTEMS, TABLEAU, SQL",ANY,In-Person,Technology,60000
Senior Data Analysts,Data Analyst,"Railserve, Inc.",Alberta,"Edmonton, Alberta","COMPUTER SCIENCE, POWER BI, R, STATISTICS, TABLEAU",Senior,In-Person,Others,85000
Senior Business Intelligence Analysts,Business Analyst,Belron Canada,Quebec,"Montreal, Quebec","BILINGUAL, TABLEAU, POWER BI, AZURE, BUSINESS INTELLIGENCE",ANY,In-Person,Others,87000
Senior Data Analysts,System Analyst,Aecon Group,Ontario,"Toronto, Ontario","POWER BI, SQL, STATISTICS, DATA ANALYTICS, ORGANIZATIONAL SKILLS",ANY,In-Person,Others,74500
Senior Data Analysts,Data Analyst,American Tall,Ontario,"Mississauga, Ontario","PRICING, AZURE, R, STATISTICS, GOOGLE CLOUD PLATFORM",Senior,In-Person,Others,87000
Senior Data Analysts,Data Analyst,Jewish Family and Child Service,Ontario,"Toronto, Ontario","TABLEAU, RUSSIAN, PRESENTATION SKILLS, DATA MANAGEMENT, DATA ENTRY",ANY,In-Person,Service,76500
Senior Business Intelligence Analysts,Analyst,Thermo Design Engineering Ltd,Alberta,"Edmonton, Alberta","PYTHON, NO SQL, COST MANAGEMENT, POWER BI, SAGE",ANY,In-Person,Construction,78150
Business Systems Analysts,Business Analyst,"Bridgenext, Inc",Remote,"Canada, Remote","POWER BI, SQL, AZURE, BUSINESS INTELLIGENCE, OFFICE SUITE",ANY,In-Person,Others,88668.4
Business Systems Analysts,Data Analyst,Accencis Group,Ontario,"Richmond Hill, Ontario","AGILE, IOS, PYTHON, STATISTICS, PROJECT MANAGEMENT SOFTWARE",ANY,In-Person,Others,90480
Senior Data Analysts,Analyst,TransLink,British Columbia,"Vancouver, British Columbia","DATA CENTER EXPERIENCE, ENTERPRISE ARCHITECTURE, COMPUTER HARDWARE, IT",ANY,In-Person,Others,43720.28
Systems and Data Analysts,Data Analyst,BairesDev,Alberta,"Calgary, Alberta",No Specification,ANY,Remote,Others,84500
Senior Data Analysts,Data Analyst,University of Saskatchewan,Saskatchewan,"Saskatoon, Saskatchewan","POWER BI, DATA MODELING, SQL, BUSINESS ANALYSIS, RESEARCH",ANY,In-Person,Technology,92500
Systems and Data Analysts,Data Analyst,Kenaidan Contracting Ltd,Ontario,"Mississauga, Ontario","STATISTICS, MATLAB, SIGNAL PROCESSING, SQL, MACHINE LEARNING",ANY,In-Person,Others,72000
Senior Data Analysts,Data Analyst,Canadian Nuclear Laboratories,Ontario,"Port Hope, Ontario","ARCGIS, SQL, SQL, DATABASE DESIGN, PRESENTATION SKILLS",ANY,In-Person,Others,63000
Systems and Data Analysts,Risk Analyst,Binance,Remote,Remote,"BILINGUAL, AGILE, STATISTICS, PYTHON, SQL",ANY,Remote,Others,82720
Senior Data Analysts,Data Analyst,CAPREIT,Ontario,"Toronto, Ontario","JIRA, POWER BI, SQL, DATA STRUCTURES, YARDI",ANY,In-Person,Technology,77500
Business and Technical Analysts,Business Analyst,FleetOptics Inc,Ontario,"Mississauga, Ontario","TABLEAU, POWER BI, SQL, LOGISTICS, PROCESS IMPROVEMENT",ANY,In-Person,Others,75000
Senior Supply Chain Data Analysts,Business Analyst,DLL,Ontario,"Burlington, Ontario","JIRA, NO SQL, SAFE, SQL, MICROSOFT OUTLOOK",ANY,In-Person,Others,95000
Senior Data Analysts,Data Analyst,"Amazon Canada Fulfillment Services, ULC.",Ontario,"Cambridge, Ontario","SQL, DATA MINING, OFFICE SUITE, PROJECT MANAGEMENT",ANY,In-Person,Service,63500
Senior Data Analysts,Data Analyst,City of Markham,Ontario,"Markham, Ontario","ARCGIS, AUTOCAD, SQL, STATISTICS, PIVOT TABLES",ANY,In-Person,Technology,82000
Senior Data Analysts,Data Analyst,Clutch Technologies Inc.,Ontario,"Etobicoke, Ontario","PRICING, TABLEAU, SQL, DATA VISUALIZATION, NO SQL",Senior,In-Person,Technology,80500
Business and Technical Analysts,Analyst,Canadian Cannabis Exchange Ltd.,Alberta,"Calgary, Alberta","OFFICE SUITE, DATA ANALYTICS, COMPUTER SKILLS, NO SQL, TIME MANAGEMENT",ANY,In-Person,Others,45905.600000000006
Senior Data Analysts,Data Analyst,Value Partners Investments,Manitoba,"Winnipeg, Manitoba","POWER BI, R, TABLEAU, SQL, SCRIPTING",ANY,In-Person,Finance,55500
Senior Business Intelligence Analysts,BI Analyst,University of Toronto,Ontario,"Toronto, Ontario","POWER BI, SQL, BUSINESS INTELLIGENCE, STATISTICS, SQL",ANY,In-Person,Technology,89000
Business Systems Analysts,Business Analyst,CarltonOne,Ontario,"Markham, Ontario","SUPPLY CHAIN, PROCESS IMPROVEMENT, NETSUITE, SOFTWARE DEVELOPMENT, WEB SERVICES",ANY,Hybrid,Automotive,75000
Senior Data Analysts,Analyst,eHealth Saskatchewan,Saskatchewan,"Regina, Saskatchewan","POWER BI, STATISTICS, OFFICE SUITE, DATABASES, CHANGE MANAGEMENT",ANY,In-Person,Healthcare,82212
Business and Technical Analysts,Data Analyst,FlightHub,Quebec,"Montreal, Quebec","STATISTICAL SOFTWARE, SQL, SALES, CUSTOMER SERVICE, SQL",ANY,In-Person,Others,75361.795
Business Systems Analysts,Data Engineer,Zortech Solutions,Ontario,"Toronto, Ontario","ORACLE, SQL, DATA WAREHOUSE, PYTHON, HADOOP",ANY,In-Person,Technology,125000
Senior Supply Chain Data Analysts,Data Analyst,City of Calgary,Alberta,"Calgary, Alberta","PYTHON, NO SQL, STATISTICS, COMPUTER SCIENCE, POWER BI",ANY,In-Person,Technology,100318.4
Systems and Data Analysts,Data Analyst,Scotiabank,Ontario,"Toronto, Ontario","COMPUTER SCIENCE, ELASTICSEARCH, KUBERNETES, XML, STATISTICS",ANY,In-Person,Finance,81500
Senior Business Intelligence Analysts,System Analyst,Imperial Dade,Quebec,"Saint-Laurent, Quebec","BILINGUAL, TABLEAU, SQL, ERP SYSTEMS, PYTHON",Senior,In-Person,Others,80000
Business and Technical Analysts,System Analyst,Atlantis IT group,Ontario,"Toronto, Ontario","PERFORMANCE TUNING, COMPUTER SCIENCE, ORACLE, XML, SAS",ANY,Hybrid,Technology,78000
Systems and Data Analysts,Data Engineer,CMC ÃƒÆ’Ã¢â‚¬Â°lectronique,Quebec,"Montreal, Quebec","JIRA, POWER BI, SQL, PRIMAVERA, TABLEAU",ANY,In-Person,Others,74500
Senior Data Analysts,Data Analyst,ITK,Ontario,"Ottawa, Ontario","TABLEAU, COMPUTER OPERATION, WORD PROCESSING, STATISTICS, PYTHON",ANY,In-Person,Technology,68500
Senior Supply Chain Data Analysts,Business Analyst,Voyageur Aviation Corp,Ontario,"North Bay, Ontario","PYTHON, NO SQL, POWER BI, SQL, STATISTICS",ANY,Remote,Transportation,78500
Senior Data Analysts,System Analyst,Riverdale Poultry,Ontario,"Kitchener, Ontario","COMPUTER OPERATION, POWER BI, SQL, R, STATISTICS",ANY,In-Person,Others,50000
Business Systems Analysts,Business Analyst,Atlantis IT group,Ontario,"Toronto, Ontario","JIRA, DATA MINING, PYTHON, PRESENTATION SKILLS, NO SQL",ANY,In-Person,Technology,79500
Business and Marketing Analysts,Business Analyst,Dawn InfoTek Inc.,Ontario,"Scarborough, Ontario","JIRA, POWER BI, SQL, OFFICE SUITE, SQL",ANY,In-Person,Others,104000
Senior Data Analysts,Data Analyst,CNOOC International,Alberta,"Calgary, Alberta","ARCGIS, POWER BI, SQL, R, DATA MANAGEMENT",ANY,In-Person,Others,80000
Senior Data Analysts,Data Analyst,Atlantis IT group,Manitoba,"Winnipeg, Manitoba","SAP, TABLEAU, SQL, STATISTICS, ORGANIZATIONAL SKILLS",ANY,In-Person,Technology,55500
Business and Marketing Analysts,Business Analyst,Atlantis IT group,Ontario,"Toronto, Ontario","BUSINESS ANALYSIS, STATISTICS, NO SQL",ANY,In-Person,Technology,76000
Senior Data Analysts,Data Analyst,Nova Scotia School Boards (NSSB),Nova Scotia,"Berwick, Nova Scotia","NO SQL, SQL, MICROSOFT OUTLOOK, SAP, FILING",ANY,In-Person,Education,52500
Business and Marketing Analysts,Business Analyst,CBIG- Canadian Benefits Invst & Ins Grp,British Columbia,"Prince George, British Columbia","PYTHON, NO SQL, SQL, MICROSOFT OUTLOOK, SALES",ANY,In-Person,Technology,55000
Senior Data Analysts,Data Analyst,GFL Environmental,Ontario,"Vaughan, Ontario","CRYSTAL REPORTS, SQL, MICROSOFT ACCESS, JD EDWARDS, DB2",ANY,In-Person,Others,73000
Systems and Data Analysts,Data Analyst,District of Squamish,British Columbia,"Squamish, British Columbia","COMPUTER SCIENCE, CUSTOMER SERVICE, SYSTEM ARCHITECTURE, DATABASES, SQL",ANY,In-Person,Others,87734.4
Business and Technical Analysts,Analyst,World Anti-Doping Agency,Quebec,"Montreal, Quebec","BILINGUAL, TABLEAU, STATISTICS, SPANISH, POWER BI",ANY,In-Person,Others,75361.795
Business and Technical Analysts,Data Analyst,CHEO,Ontario,"Ottawa, Ontario","BILINGUAL, TABLEAU, STATISTICAL SOFTWARE, COMPUTER SCIENCE, SQL",ANY,In-Person,Others,81161.6
Systems and Data Analysts,Analyst,Flexiti,Remote,"Ontario, Remote","AZURE, SQL, NOSQL, GOOGLE CLOUD PLATFORM, DATABASES",ANY,In-Person,Technology,82720
Systems and Data Analysts,Developer,INLAN,Remote,Remote,"DATABASES, C++, MACHINE LEARNING, PYTHON",ANY,Remote,Others,82720
Business and Marketing Analysts,Business Analyst,Canadian Nuclear Laboratories,Remote,Remote,"POWER BI, SQL, PRIMAVERA, QUALITY MANAGEMENT, OFFICE SUITE",ANY,Remote,Others,76000
Business Systems Analysts,Data Analyst,Altec Global Capital Inc.,Remote,"North York, Remote","PYTHON, JAVA, STATISTICS, C++, C",ANY,In-Person,Technology,93600
Senior Business Intelligence Analysts,Developer,Progi,Ontario,"Remote, Ontario","POWER BI, CLOUD INFRASTRUCTURE, SQL, AZURE, C#",ANY,Remote,Others,78150
Systems and Data Analysts,Data Analyst,Owen Sound Family Health Team,Ontario,"Owen Sound, Ontario","DATA MINING, CUSTOMER SERVICE, STATISTICS, OFFICE SUITE, DATABASE MANAGEMENT",ANY,In-Person,Healthcare,51272
Senior Business Analysts,BI Analyst,Autodesk,Ontario,"Toronto, Ontario","TABLEAU, POWER BI, DATA MODELING, BUSINESS INTELLIGENCE, D3.JS",ANY,In-Person,Others,102000
Systems and Data Analysts,Data Engineer,INLAN,Remote,Remote,DATABASES,ANY,Remote,Others,82720
Business and Marketing Analysts,Business Analyst,Roots,Ontario,"Toronto, Ontario","ORACLE, NO SQL",ANY,In-Person,Others,66500
Senior Supply Chain Data Analysts,Analyst,AGF Management Limited,Ontario,"Toronto, Ontario","INVESTMENT, SQL, RELATIONAL DATABASES, MAINTENANCE, BLOOMBERG",Mid,In-Person,Technology,74500
Business and Marketing Analysts,Business Analyst,"SupplyOne Canada, Inc.",Ontario,"Brampton, Ontario","POWER BI, SQL, AZURE, APIS, NO SQL",ANY,In-Person,Others,65000
Senior Business Analysts,Business Analyst,Canadian Cancer Society,Nova Scotia,"Halifax, Nova Scotia","NO SQL, SQL, MICROSOFT OUTLOOK, SALESFORCE, VISIO",Senior,In-Person,Healthcare,61000
Senior Data Analysts,Data Analyst,HelloFresh,Ontario,"Toronto, Ontario","SQL, TABLEAU, SQL, STATISTICAL ANALYSIS, STATISTICS",ANY,In-Person,Others,95500
Systems and Data Analysts,Developer,Fidelity Investments,Ontario,"Toronto, Ontario","POWER BI, SQL, MICROSOFT ACCESS, BUSINESS ANALYSIS, TABLEAU",ANY,In-Person,Technology,85000
Senior Data Analysts,Data Analyst,Element Fleet Management,Ontario,"Mississauga, Ontario","COGNOS, CRYSTAL REPORTS, POWER BI, SQL, MICROSOFT ACCESS",ANY,In-Person,Others,85500
Business Systems Analysts,Data Analyst,Scotiabank,Ontario,"Toronto, Ontario","PYTHON, NO SQL, SQL, BIG DATA, BUSINESS ANALYSIS",ANY,In-Person,Finance,87500
Senior Data Analysts,Data Analyst,HKJ Marketing,British Columbia,"Vancouver, British Columbia","SQL, BUSINESS INTELLIGENCE, R, TABLEAU, SQL",ANY,In-Person,Others,68500
Systems and Data Analysts,Data Analyst,Electronic Arts,British Columbia,"Vancouver, British Columbia","STATISTICS, POWER BI, AZURE, GOOGLE CLOUD PLATFORM, SQL",Senior,In-Person,Others,127500
Senior Supply Chain Data Analysts,Analyst,Pet Valu,Ontario,"Midtown Toronto, Ontario","COGNOS, COMPUTER SCIENCE, POWER BI, SQL, MICROSOFT OUTLOOK",ANY,In-Person,Others,60000
Systems and Data Analysts,Data Analyst,Clarivate,Ontario,"Toronto, Ontario","SQL, STATISTICS",ANY,In-Person,Others,93500
Business Systems Analysts,Data Engineer,Esolutions,Ontario,"Toronto, Ontario","ORACLE, SQL, DATA WAREHOUSE, PYTHON, HADOOP",ANY,In-Person,Consulting,88668.4
Senior Business Analysts,Business Analyst,Swiss RE,Ontario,"Toronto, Ontario","POWER BI, ORACLE, WATERFALL, RELATIONAL DATABASES, DATA STRUCTURES",ANY,In-Person,Others,97500
Business and Marketing Analysts,Business Analyst,BMO Financial Group,Ontario,"Toronto, Ontario","SQL, STATISTICS, AGILE, TEST CASES, BUSINESS REQUIREMENTS",ANY,In-Person,Finance,86000
Senior Data Analysts,Data Analyst,Electronic Arts,Ontario,"Toronto, Ontario","POWER BI, BIG DATA, TABLEAU, SQL, A/B TESTING",Senior,In-Person,Others,106000
Systems and Data Analysts,System Analyst,SULYMON GLOBAL INC.,Ontario,"North York, Ontario","ORACLE, PYTHON, SQL, COMPUTER SKILLS, PYTHON",ANY,In-Person,Others,90480
Business and Technical Analysts,Data Specialist,AstraNorth,Ontario,"Brampton, Ontario","POWER BI, SQL, ORACLE, SUPPLY CHAIN, R",Senior,In-Person,Others,68000
Business Systems Analysts,Data Analyst,Siga Home Comfort Inc.,Ontario,"North York, Ontario",PYTHON,ANY,In-Person,Others,90001.6
Senior Data Analysts,Data Analyst,SickKids,Ontario,"Toronto, Ontario","STATISTICS, SAS, R, SQL, MACHINE LEARNING",Senior,In-Person,Others,87500
Business and Technical Analysts,Analyst,Desjardins,Quebec,"Montreal, Quebec","TABLEAU, STATISTICS",ANY,In-Person,Others,75361.795
Senior Data Analysts,Analyst,Aecon Group,Ontario,"Toronto, Ontario","POWER BI, SAP, SPARK, R, PRIMAVERA",ANY,In-Person,Others,69000
Systems and Data Analysts,Data Analyst,NMG Consulting,Ontario,"Toronto, Ontario","PYTHON, POWER BI, SAS, R, RESEARCH",ANY,In-Person,Consulting,82720
Senior Supply Chain Data Analysts,Business Analyst,Amsterdam Brewery,Ontario,"Toronto, Ontario","COMPUTER SCIENCE, CUSTOMER SERVICE, CALL CENTER, NO SQL",Junior,In-Person,Others,75000
Systems and Data Analysts,Data Analyst,TV2 Consulting,Ontario,"Toronto, Ontario","NATURAL LANGUAGE PROCESSING, DATA ANALYTICS, APIS, PYTHON, ANALYTICS",ANY,In-Person,Consulting,157040
Business Systems Analysts,Data Analyst,Edgerise Consulting INC.,Ontario,"Kitchener, Ontario","PYTHON, QUALITY ASSURANCE, USABILITY, PROJECT IMPLEMENTATION, IT",ANY,In-Person,Consulting,88400
Senior Data Analysts,Data Engineer,Seaspan ULC,British Columbia,"North Vancouver, British Columbia","PERFORMANCE TUNING, DATA MODELING, AZURE, DEVOPS, SPARK",ANY,In-Person,Others,77000
Business and Technical Analysts,Data Analyst,Playground,Remote,"Canada, Remote","PYTHON, NO SQL, SQL, RELATIONAL DATABASES, R",ANY,In-Person,Others,75361.795
Senior Data Analysts,Programmer,Formost mediaOne,Ontario,"Brampton, Ontario","SQL, MICROSOFT OUTLOOK, XML, VISUAL BASIC, ADOBE ILLUSTRATOR",ANY,In-Person,Healthcare,50000
Business Systems Analysts,Data Analyst,tomato e-commerce Inc,Ontario,"Scarborough, Ontario","SQL, ADP, PYTHON, OFFICE SUITE, STATISTICS",ANY,In-Person,Retail,90480
Senior Business Intelligence Analysts,BI Analyst,Yelp,Remote,Remote,"STATISTICS, DATA MODELING, BUSINESS INTELLIGENCE, TABLEAU, SQL",ANY,Remote,Others,131000
Senior Business Analysts,Data Engineer,Loblaw Companies Limited,Ontario,"Brampton, Ontario","JIRA, STATISTICS, COMPUTER SCIENCE, DATA MINING, RELATIONAL DATABASES",Senior,In-Person,Technology,92500
Systems and Data Analysts,System Analyst,Systematic Squad Inc.,Alberta,"Calgary, Alberta","PYTHON, NO SQL",ANY,In-Person,Others,62400
Systems and Data Analysts,Data Analyst,City of Edmonton,Alberta,"Edmonton, Alberta","POWER BI, SQL, MICROSOFT ACCESS, BUSINESS INTELLIGENCE, BUSINESS ANALYSIS",Junior,In-Person,Technology,91000
Business and Technical Analysts,Data Analyst,AppleOne,British Columbia,"Vancouver, British Columbia","NO SQL, SQL, MICROSOFT OUTLOOK, PROJECT PLANNING, WRITING SKILLS",ANY,In-Person,Others,55600
Senior Supply Chain Data Analysts,Analyst,Gay Lea Foods,Ontario,"Teeswater, Ontario","PYTHON, SQL, SUPPLY CHAIN, VISIO, CHANGE MANAGEMENT",ANY,In-Person,Others,77750
Systems and Data Analysts,Analyst,Ontario Health,Ontario,"Toronto, Ontario","TABLEAU, SQL, DATA MINING, STATISTICS, HUMAN RESOURCES",ANY,In-Person,Healthcare,71000
Systems and Data Analysts,System Analyst,Dexterra Group,Ontario,"Toronto, Ontario","SQL, FINANCIAL AUDITING, ADP, HRIS",ANY,In-Person,Others,86000
Business and Technical Analysts,Analyst,Fusemachines,Remote,Remote,"COMPUTER SCIENCE, POWER BI, DATA MODELING, BUSINESS INTELLIGENCE, TABLEAU",ANY,Remote,Others,75361.795
Senior Supply Chain Data Analysts,Analyst,Benevity,Alberta,"Calgary, Alberta","FTP, SFTP, PENTAHO, XML, SQL",Mid,In-Person,Technology,59500
Business and Technical Analysts,Other,CGI,Quebec,"Montreal, Quebec","JIRA, POWER BI, AGILE, CLOUD COMPUTING, CHEF",ANY,In-Person,Others,91500
Business and Technical Analysts,System Analyst,Atlantis IT group,Ontario,"Markham, Ontario","PERFORMANCE TUNING, COMPUTER SCIENCE, ORACLE, XML, SAS",Senior,In-Person,Technology,78000
Senior Business Analysts,Business Analyst,Blacksmith Agency,Remote,Remote,"KEYWORD RESEARCH, BUSINESS ANALYSIS, PYTHON, RESEARCH, TAXONOMY",Senior,Remote,Technology,75250
Senior Business Analysts,BI Analyst,Bell,Ontario,"Toronto, Ontario","JIRA, BILINGUAL, TABLEAU, PEGASYSTEMS, DATA MODELING",ANY,In-Person,Others,79000
Senior Data Analysts,Data Analyst,Workstream,British Columbia,"Vancouver, British Columbia","SALESFORCE, STATISTICS, TABLEAU, SQL, BUSINESS DEVELOPMENT",ANY,In-Person,Others,135500
Business and Marketing Analysts,Analyst,Babylist,Remote,Remote,"SQL, DATA MINING, SALES, SQL, CONTENT STRATEGY",ANY,Remote,Others,158640
Systems and Data Analysts,Analyst,Niagara Health System,Ontario,"St. Catharines, Ontario","CRYSTAL REPORTS, WRITING SKILLS, OFFICE SUITE, STATISTICS, COMPUTER SKILLS",ANY,In-Person,Healthcare,88930.4
Business Systems Analysts,Data Analyst,Tecqify Solutions Inc,British Columbia,"Abbotsford, British Columbia",PYTHON,ANY,In-Person,Consulting,97760
Senior Data Analysts,Data Analyst,Dentons,Remote,Remote,"AZURE, NODE.JS, REACT, DEVOPS, C#",ANY,Remote,Others,77500
Business Systems Analysts,Data Analyst,Infin8 Brands Inc,Ontario,"Markham, Ontario",PYTHON,ANY,In-Person,Others,68000
Business and Marketing Analysts,Business Analyst,Windsor Essex Community Housing Corporation,Ontario,"Windsor, Ontario","COMPUTER OPERATION, POWER BI, SQL, YARDI, SQL",ANY,In-Person,Technology,67500
Business and Marketing Analysts,Business Analyst,Windsor Essex Community Housing Corporation,Nova Scotia,"Windsor, Nova Scotia","COMPUTER OPERATION, POWER BI, SQL, YARDI, SQL",ANY,In-Person,Technology,67500
Business and Marketing Analysts,Business Analyst,Windsor Essex Community Housing Corporation,Quebec,"Windsor, Quebec","COMPUTER OPERATION, POWER BI, SQL, YARDI, SQL",ANY,In-Person,Technology,67500
Senior Data Analysts,Data Analyst,OGGN Inc.,Remote,Remote,"BILINGUAL, TABLEAU, AZURE, BUSINESS INTELLIGENCE, SAS",Senior,Remote,Others,77500
Business Systems Analysts,Data Engineer,AstraNorth,Ontario,"Toronto, Ontario","ORACLE, SQL, DATA WAREHOUSE, PYTHON, HADOOP",ANY,In-Person,Others,75000
Financial and Operational Analysts,Analyst,WestJet,Remote,"Canada, Remote","CI/CD, KNOWLEDGE MANAGEMENT, AZURE, PCI, SCCM",Mid,In-Person,Others,63229
Senior Business Analysts,Business Analyst,Paralucent,Remote,Remote,"R, RESEARCH, TABLEAU, STATISTICS, PROJECT MANAGEMENT",ANY,Remote,Others,75250
Systems and Data Analysts,System Analyst,Snappay Inc.,Ontario,"Mississauga, Ontario","PYTHON, SASS, COMPUTER SKILLS, LINUX, DATA WAREHOUSE",ANY,In-Person,Others,90000
Business and Marketing Analysts,Business Analyst,AlertDriving,Ontario,"Toronto, Ontario","PROJECT MANAGEMENT, CONTRACTS, PROJECT MANAGEMENT METHODOLOGY, LMS, BUSINESS REQUIREMENTS",ANY,In-Person,Others,77500
Financial and Operational Analysts,Analyst,Absorb Software,Remote,Remote,"JIRA, COMPUTER SCIENCE, POWER BI, R, STATISTICS",ANY,Remote,Technology,63229
Business and Marketing Analysts,Business Analyst,Tekshapers Inc,Ontario,"Toronto, Ontario","DATA MODELING, STATISTICS, SQL, AWS, HADOOP",ANY,In-Person,Others,100000
Senior Supply Chain Data Analysts,Data Associate,Function Health,Remote,Remote,"JIRA, POWER BI, SQL, BUSINESS ANALYSIS, GOOGLE CLOUD PLATFORM",Mid,Remote,Healthcare,77750
Business and Marketing Analysts,Business Analyst,Cargojet Airways LTD.,Ontario,"Mississauga, Ontario","NO SQL, POWER BI, SQL, FINANCIAL AUDITING, ERP SYSTEMS",ANY,In-Person,Automotive,78000
Systems and Data Analysts,Data Analyst,Six side Logistics,Ontario,"Mississauga, Ontario","PYTHON, NO SQL",ANY,In-Person,Transportation,89440
Business Systems Analysts,Data Analyst,Dawn InfoTek Inc.,Ontario,"Toronto, Ontario","COMPUTER SCIENCE, AZURE, BUSINESS ANALYSIS, GOOGLE CLOUD PLATFORM, AWS",ANY,In-Person,Others,145600
Systems and Data Analysts,Analyst,owl.co,Ontario,"Toronto, Ontario","RESEARCH, NATURAL LANGUAGE PROCESSING, TYPING, NO SQL",ANY,In-Person,Others,49400
